accession	MGE
NC_017018	plasmid
NC_016606	plasmid
NC_016635	plasmid
NZ_CP014935	plasmid
NZ_CP014939	plasmid
NZ_CP014938	plasmid
NZ_CP012273	plasmid
NZ_CP012271	plasmid
NZ_CP012270	plasmid
NZ_CP012282	plasmid
NZ_CP012279	plasmid
NZ_CP012280	plasmid
NZ_CP012281	plasmid
NZ_CP012286	plasmid
NZ_CP012287	plasmid
NZ_CP012284	plasmid
NZ_CP012292	plasmid
NZ_CP012293	plasmid
NZ_CP012295	plasmid
NC_016079	plasmid
NZ_CP019983	plasmid
NZ_CP019984	plasmid
NC_012439	plasmid
NZ_CP015919	plasmid
NZ_CP015920	plasmid
NZ_CP015921	plasmid
NZ_CP021471	plasmid
NZ_CP021472	plasmid
NZ_CP021473	plasmid
NZ_CP021476	plasmid
NZ_CP021477	plasmid
NZ_CP021928	plasmid
NZ_CP023006	plasmid
NC_008607	plasmid
NC_008608	plasmid
NZ_CP012852	plasmid
NZ_CP012860	plasmid
NZ_CP012861	plasmid
NZ_CP012862	plasmid
NZ_CP012863	plasmid
NZ_CP012864	plasmid
NZ_CP012865	plasmid
NZ_CP012866	plasmid
NZ_CP012867	plasmid
NZ_CP012853	plasmid
NZ_CP012855	plasmid
NZ_CP012856	plasmid
NZ_CP012857	plasmid
NZ_CP012859	plasmid
NZ_CP021155	plasmid
NZ_CP021156	plasmid
NZ_AP018048	plasmid
NZ_CP035459	plasmid
NZ_CP035461	plasmid
NZ_CP035463	plasmid
NC_023138	plasmid
NC_023148	plasmid
NC_023139	plasmid
NC_023140	plasmid
NC_023141	plasmid
NC_023142	plasmid
NZ_CP010674	plasmid
NZ_CP010676	plasmid
NZ_CP010677	plasmid
NZ_CP010678	plasmid
NZ_CP010679	plasmid
NZ_CP010680	plasmid
NZ_CP010589	plasmid
NZ_CP010591	plasmid
NZ_CP010592	plasmid
NZ_CP010593	plasmid
NZ_CP010637	plasmid
NZ_CP010639	plasmid
NZ_CP010640	plasmid
NZ_CP010641	plasmid
NZ_CP010642	plasmid
NZ_CP021048	plasmid
NZ_CP021050	plasmid
NZ_CP021051	plasmid
NZ_CP021052	plasmid
NZ_CP021041	plasmid
NZ_CP021043	plasmid
NZ_CP021044	plasmid
NZ_CP021045	plasmid
NZ_CP021046	plasmid
NZ_CP010785	plasmid
NZ_CP010786	plasmid
NZ_CP010787	plasmid
NZ_CP010788	plasmid
NZ_CP010789	plasmid
NZ_CP010790	plasmid
NC_018421	plasmid
NC_018423	plasmid
NC_018422	plasmid
NC_018291	plasmid
NC_018287	plasmid
NC_018288	plasmid
NZ_CP019310	plasmid
NZ_CP019311	plasmid
NZ_CP010596	plasmid
NZ_CP010597	plasmid
NZ_CP010598	plasmid
NZ_CP010697	plasmid
NZ_CP010699	plasmid
NZ_CP010700	plasmid
NZ_CP010701	plasmid
NZ_CP010702	plasmid
NZ_CP010704	plasmid
NZ_CP010736	plasmid
NZ_CP010738	plasmid
NZ_CP010739	plasmid
NZ_CP010740	plasmid
NZ_CP010630	plasmid
NZ_CP010632	plasmid
NZ_CP010634	plasmid
NZ_CP010635	plasmid
NZ_CP010624	plasmid
NZ_CP010625	plasmid
NZ_CP010626	plasmid
NZ_CP010628	plasmid
NZ_CP010669	plasmid
NZ_CP010670	plasmid
NZ_CP010671	plasmid
NZ_CP010672	plasmid
NZ_CP010612	plasmid
NZ_CP010613	plasmid
NZ_CP010614	plasmid
NZ_CP010615	plasmid
NZ_CP010663	plasmid
NZ_CP010664	plasmid
NZ_CP010665	plasmid
NZ_CP010666	plasmid
NZ_CP010706	plasmid
NZ_CP010709	plasmid
NZ_CP010710	plasmid
NZ_CP010711	plasmid
NZ_CP010712	plasmid
NZ_CP010726	plasmid
NZ_CP010730	plasmid
NZ_CP010731	plasmid
NZ_CP010732	plasmid
NZ_CP010734	plasmid
NZ_CP010751	plasmid
NZ_CP010752	plasmid
NZ_CP010753	plasmid
NZ_CP010754	plasmid
NZ_CP010757	plasmid
NZ_CP010760	plasmid
NZ_CP010761	plasmid
NZ_CP010762	plasmid
NZ_CP010763	plasmid
NZ_CP010766	plasmid
NZ_CP010742	plasmid
NZ_CP010743	plasmid
NZ_CP010744	plasmid
NZ_CP010651	plasmid
NZ_CP010653	plasmid
NZ_CP010654	plasmid
NZ_CP010655	plasmid
NZ_CP010618	plasmid
NZ_CP010620	plasmid
NZ_CP010621	plasmid
NZ_CP010622	plasmid
NZ_CP010600	plasmid
NZ_CP010603	plasmid
NZ_CP010604	plasmid
NZ_CP010605	plasmid
NZ_CP010606	plasmid
NZ_CP010608	plasmid
NZ_CP010609	plasmid
NZ_CP010746	plasmid
NZ_CP010747	plasmid
NZ_CP010748	plasmid
NZ_CP031953	plasmid
NZ_CP031954	plasmid
NZ_CP031955	plasmid
NZ_CP031949	plasmid
NZ_CP031950	plasmid
NZ_CP031951	plasmid
NC_017081	plasmid
NZ_CP010682	plasmid
NZ_CP010684	plasmid
NZ_CP010685	plasmid
NZ_CP010686	plasmid
NZ_CP010687	plasmid
NZ_CP010688	plasmid
NZ_CP010644	plasmid
NZ_CP010646	plasmid
NZ_CP010648	plasmid
NZ_CP010649	plasmid
NZ_CP010768	plasmid
NZ_CP010771	plasmid
NZ_CP010772	plasmid
NZ_CP010773	plasmid
NZ_CP010774	plasmid
NZ_CP010806	plasmid
NZ_CP010808	plasmid
NZ_CP010809	plasmid
NZ_CP010810	plasmid
NZ_CP010657	plasmid
NZ_CP010659	plasmid
NZ_CP010660	plasmid
NZ_CP010717	plasmid
NZ_CP010719	plasmid
NZ_CP010720	plasmid
NZ_CP010723	plasmid
NZ_CP010724	plasmid
NZ_CP010690	plasmid
NZ_CP010692	plasmid
NZ_CP010694	plasmid
NZ_CP010695	plasmid
NZ_CP016365	plasmid
NZ_CP016366	plasmid
NZ_CP016367	plasmid
NZ_CP016368	plasmid
NZ_CP016369	plasmid
NC_005871	plasmid
NZ_CP031957	plasmid
NZ_CP031959	plasmid
NZ_CP031958	plasmid
NZ_CP031960	plasmid
NZ_CP011599	plasmid
NZ_CP017941	plasmid
NZ_CP017943	plasmid
NZ_CP017942	plasmid
NZ_CP017944	plasmid
NZ_CP017945	plasmid
NC_011143	plasmid
NZ_CP012509	plasmid
NZ_CP012415	plasmid
NZ_CP013760	plasmid
NZ_CP013766	plasmid
NZ_CP013772	plasmid
NZ_CP013777	plasmid
NZ_CP013802	plasmid
NZ_CP013822	plasmid
NZ_CP033938	plasmid
NZ_CP033940	plasmid
NZ_CP016535	plasmid
NZ_CP016536	plasmid
NZ_CP016544	plasmid
NZ_CP013660	plasmid
NZ_CP027854	plasmid
NZ_CP027855	plasmid
NZ_CP009130	plasmid
NZ_CP011274	plasmid
NZ_CP011276	plasmid
NZ_CP011277	plasmid
NZ_AP017627	plasmid
NZ_AP017628	plasmid
NZ_CP025123	plasmid
NZ_CP025124	plasmid
NZ_CP025125	plasmid
NZ_CP025126	plasmid
NZ_CP025127	plasmid
NZ_CP025128	plasmid
NZ_CP025129	plasmid
NZ_CP025130	plasmid
NZ_CP025131	plasmid
NZ_CP025132	plasmid
NZ_CP025133	plasmid
NZ_CP025134	plasmid
NZ_CP019641	plasmid
NZ_CP019642	plasmid
NZ_CP019643	plasmid
NC_022534	plasmid
NC_022533	plasmid
NZ_CP016541	plasmid
NZ_CP016542	plasmid
NZ_CP021236	plasmid
NZ_CP014767	plasmid
NC_015258	plasmid
NC_008757	plasmid
NC_008758	plasmid
NC_008759	plasmid
NC_008760	plasmid
NC_008761	plasmid
NC_008762	plasmid
NC_008763	plasmid
NC_008764	plasmid
NC_007949	plasmid
NC_011061	plasmid
NC_019961	plasmid
NC_019969	plasmid
NZ_LT618784	plasmid
NZ_CP016354	plasmid
NZ_AP018051	plasmid
NC_010555	plasmid
NZ_CP026061	plasmid
NZ_CP026060	plasmid
NZ_CP021854	plasmid
NZ_CP021855	plasmid
NZ_CP029129	plasmid
NZ_CP029134	plasmid
NZ_CP029130	plasmid
NZ_CP029131	plasmid
NZ_CP029132	plasmid
NZ_CP029726	plasmid
NZ_CP017672	plasmid
NZ_CP031118	plasmid
NZ_CP031121	plasmid
NZ_CP031119	plasmid
NZ_CP031120	plasmid
NZ_CP017055	plasmid
NZ_CP017056	plasmid
NZ_CP018048	plasmid
NZ_CP020602	plasmid
NZ_CP027173	plasmid
NZ_CP027176	plasmid
NZ_CP029095	plasmid
NZ_CP029708	plasmid
NZ_CP033772	plasmid
NZ_CP033773	plasmid
NZ_CP033834	plasmid
NZ_LS998784	plasmid
NZ_CP033067	plasmid
NZ_CP014946	plasmid
NZ_CP026561	plasmid
NZ_CP015601	plasmid
NZ_CP015602	plasmid
NZ_CP011027	plasmid
NZ_CP026565	plasmid
NZ_CP026567	plasmid
NZ_CP027525	plasmid
NZ_LT222316	plasmid
NZ_LT222318	plasmid
NZ_LT963398	plasmid
NZ_LT963401	plasmid
NZ_CP011111	plasmid
NC_011879	plasmid
NC_011881	plasmid
NC_007968	plasmid
NC_015313	plasmid
NZ_CP032091	plasmid
NZ_CP032092	plasmid
NC_021361	plasmid
NZ_CP015640	plasmid
NZ_CP021135	plasmid
NZ_AP014863	plasmid
NZ_CP027481	plasmid
NZ_CP011006	plasmid
NZ_CP020740	plasmid
NZ_CP014061	plasmid
NZ_CP011038	plasmid
NC_015146	plasmid
NC_015147	plasmid
NZ_LT907976	plasmid
NZ_LT907977	plasmid
NC_018746	plasmid
NC_019906	plasmid
NZ_AP015031	plasmid
NZ_AP015033	plasmid
NC_021506	plasmid
NZ_CP013613	plasmid
NC_007274	plasmid
NZ_CP010991	plasmid
NZ_CP022523	plasmid
NZ_CP010893	plasmid
NZ_CP010894	plasmid
NZ_CP012183	plasmid
NZ_CP012530	plasmid
NZ_CP012531	plasmid
NZ_CP012532	plasmid
NZ_CP012534	plasmid
NZ_CP012535	plasmid
NZ_CP012536	plasmid
NZ_CP012537	plasmid
NZ_CP012538	plasmid
NZ_CP012539	plasmid
NZ_CP012540	plasmid
NZ_CP015993	plasmid
NZ_CP016850	plasmid
NZ_CP016851	plasmid
NZ_CP029792	plasmid
NZ_CP029791	plasmid
NZ_CP029790	plasmid
NZ_CP029793	plasmid
NZ_CP035089	plasmid
NZ_CP023400	plasmid
NC_009516	plasmid
NC_009517	plasmid
NC_021668	plasmid
NC_021662	plasmid
NC_021669	plasmid
NZ_AP017561	plasmid
NZ_AP017562	plasmid
NZ_AP017563	plasmid
NZ_AP017564	plasmid
NZ_AP017565	plasmid
NZ_AP017566	plasmid
NZ_AP017567	plasmid
NC_022739	plasmid
NC_019690	plasmid
NC_019937	plasmid
NC_019938	plasmid
NC_019939	plasmid
NZ_CP013748	plasmid
NC_004633	plasmid
NC_004632	plasmid
NZ_CP019873	plasmid
NZ_CP019874	plasmid
NZ_CP034079	plasmid
NZ_CP034080	plasmid
NZ_CP034081	plasmid
NZ_CP007015	plasmid
NZ_CP005971	plasmid
NZ_CP024713	plasmid
NZ_LT963411	plasmid
NZ_LT963413	plasmid
NZ_LT963407	plasmid
NZ_LT985194	plasmid
NZ_LT985193	plasmid
NZ_CP012711	plasmid
NZ_CP012709	plasmid
NZ_CP012707	plasmid
NZ_CP012710	plasmid
NZ_CP012708	plasmid
NC_001773	plasmid
NC_017773	plasmid
NC_017807	plasmid
NZ_CP036488	plasmid
NZ_CP036489	plasmid
NZ_CP012607	plasmid
NZ_CP016025	plasmid
NZ_CP033682	plasmid
NC_010683	plasmid
NC_012855	plasmid
NC_012849	plasmid
NC_012851	plasmid
NZ_CP019901	plasmid
NZ_CP019902	plasmid
NZ_CP021765	plasmid
NC_017575	plasmid
NC_014310	plasmid
NZ_CP014703	plasmid
NZ_CP012941	plasmid
NZ_CP012942	plasmid
NZ_CP022771	plasmid
NZ_CP022777	plasmid
NZ_CP022767	plasmid
NZ_CP023017	plasmid
NZ_CP022799	plasmid
NZ_CP022762	plasmid
NZ_CP019063	plasmid
NZ_CP019065	plasmid
NZ_CP030875	plasmid
NZ_CP035000	plasmid
NZ_CP019241	plasmid
NZ_CP021117	plasmid
NZ_CP021115	plasmid
NZ_CP023455	plasmid
NZ_CP036517	plasmid
NC_014035	plasmid
NC_007491	plasmid
NC_007486	plasmid
NC_007487	plasmid
NC_022125	plasmid
NZ_CP007257	plasmid
NZ_CP007256	plasmid
NZ_CP011296	plasmid
NZ_CP011298	plasmid
NZ_CP013504	plasmid
NZ_CP013503	plasmid
NZ_CP013501	plasmid
NC_010997	plasmid
NC_010996	plasmid
NC_010998	plasmid
NC_007766	plasmid
NC_007765	plasmid
NC_004041	plasmid
NC_007764	plasmid
NC_007762	plasmid
NC_007763	plasmid
NC_021911	plasmid
NC_021909	plasmid
NC_021908	plasmid
NC_021910	plasmid
NC_021907	plasmid
NC_021906	plasmid
NZ_CP007645	plasmid
NZ_CP007644	plasmid
NZ_CP007643	plasmid
NZ_CP007642	plasmid
NZ_CP017244	plasmid
NZ_CP017243	plasmid
NZ_CP020911	plasmid
NZ_CP020909	plasmid
NZ_CP020908	plasmid
NZ_CP020907	plasmid
NZ_CP015236	plasmid
NZ_CP015237	plasmid
NC_007901	plasmid
NZ_CP017105	plasmid
NZ_CP017104	plasmid
NZ_CP017103	plasmid
NZ_CP017102	plasmid
NZ_CP027795	plasmid
NZ_CP032697	plasmid
NC_008270	plasmid
NC_008271	plasmid
NZ_CP019237	plasmid
NC_008378	plasmid
NC_008384	plasmid
NC_008381	plasmid
NC_008379	plasmid
NC_008382	plasmid
NC_008383	plasmid
NC_011368	plasmid
NC_011366	plasmid
NC_011370	plasmid
NC_011371	plasmid
NC_012848	plasmid
NC_012858	plasmid
NC_012853	plasmid
NC_012852	plasmid
NC_012854	plasmid
NZ_CP007046	plasmid
NZ_CP007047	plasmid
NZ_CP007048	plasmid
NZ_CP007049	plasmid
NZ_CP007050	plasmid
NZ_CP007069	plasmid
NZ_CP018230	plasmid
NZ_CP018232	plasmid
NZ_CP022565	plasmid
NZ_CP022566	plasmid
NZ_CP022567	plasmid
NZ_CP022568	plasmid
NZ_CP022569	plasmid
NZ_CP022667	plasmid
NZ_CP022668	plasmid
NZ_CP022669	plasmid
NZ_CP022670	plasmid
NZ_CP025507	plasmid
NZ_CP025508	plasmid
NZ_CP025506	plasmid
NZ_CP025013	plasmid
NZ_CP025016	plasmid
NZ_CP025017	plasmid
NZ_CP030761	plasmid
NZ_CP030763	plasmid
NC_013502	plasmid
NC_015970	plasmid
NC_015967	plasmid
NC_012520	plasmid
NC_012523	plasmid
NC_006969	plasmid
NC_006970	plasmid
NZ_CP003950	plasmid
NZ_CP003957	plasmid
NZ_CP003954	plasmid
NZ_CP003952	plasmid
NZ_CP003953	plasmid
NZ_CP003955	plasmid
NZ_CP003958	plasmid
NZ_CP003956	plasmid
NZ_CP009113	plasmid
NC_005297	plasmid
NZ_CP020897	plasmid
NZ_CP013581	plasmid
NZ_CP013565	plasmid
NZ_CP013564	plasmid
NZ_CP013589	plasmid
NZ_CP013588	plasmid
NZ_CP013587	plasmid
NZ_CP013586	plasmid
NZ_CP013526	plasmid
NZ_CP013525	plasmid
NZ_CP013524	plasmid
NZ_CP013523	plasmid
NZ_CP013539	plasmid
NZ_CP013538	plasmid
NZ_CP013528	plasmid
NZ_CP013546	plasmid
NZ_CP013545	plasmid
NZ_CP013543	plasmid
NZ_CP013554	plasmid
NZ_CP013553	plasmid
NZ_CP013578	plasmid
NZ_CP013577	plasmid
NZ_CP013576	plasmid
NZ_CP013575	plasmid
NZ_CP013534	plasmid
NZ_CP013533	plasmid
NZ_CP013572	plasmid
NZ_CP013571	plasmid
NZ_CP013570	plasmid
NZ_CP013569	plasmid
NZ_CP013560	plasmid
NZ_CP013559	plasmid
NZ_CP013558	plasmid
NZ_CP013550	plasmid
NZ_CP013549	plasmid
NZ_CP013548	plasmid
NC_023144	plasmid
NC_023145	plasmid
NZ_CP025960	plasmid
NZ_CP025961	plasmid
NZ_CP025962	plasmid
NC_007641	plasmid
NZ_CP017304	plasmid
NZ_CP017302	plasmid
NC_009040	plasmid
NC_009430	plasmid
NC_009432	plasmid
NC_009433	plasmid
NC_011962	plasmid
NC_011960	plasmid
NZ_CP012965	plasmid
NZ_CP012966	plasmid
NZ_CP012967	plasmid
NZ_CP015214	plasmid
NZ_CP015216	plasmid
NZ_CP015291	plasmid
NZ_CP015292	plasmid
NZ_CP015293	plasmid
NZ_CP030276	plasmid
NZ_CP030275	plasmid
NZ_CP031752	plasmid
NZ_CP031755	plasmid
NZ_CP031754	plasmid
NZ_FO082822	plasmid
NZ_CP006991	plasmid
NZ_CP006990	plasmid
NZ_CP006989	plasmid
NZ_CP006988	plasmid
NZ_CP006987	plasmid
NZ_CP015040	plasmid
NZ_CP015041	plasmid
NZ_CP015043	plasmid
NZ_CP021372	plasmid
NZ_CP021373	plasmid
NZ_CP021374	plasmid
NZ_CP015221	plasmid
NZ_CP013521	plasmid
NZ_CP013520	plasmid
NZ_CP013518	plasmid
NZ_CP013516	plasmid
NZ_CP013515	plasmid
NZ_CP013513	plasmid
NZ_CP013512	plasmid
NZ_CP013510	plasmid
NZ_CP013509	plasmid
NZ_CP013507	plasmid
NZ_CP013506	plasmid
NZ_CP013499	plasmid
NZ_CP013498	plasmid
NZ_CP013496	plasmid
NZ_CP013494	plasmid
NZ_CP013493	plasmid
NZ_CP013491	plasmid
NZ_CP013606	plasmid
NZ_CP013605	plasmid
NZ_CP013603	plasmid
NZ_CP013602	plasmid
NZ_CP013600	plasmid
NZ_CP013599	plasmid
NZ_CP013597	plasmid
NZ_CP013596	plasmid
NZ_CP013594	plasmid
NZ_CP013593	plasmid
NZ_CP013591	plasmid
NZ_CP013634	plasmid
NZ_CP013632	plasmid
NZ_CP013631	plasmid
NZ_CP015204	plasmid
NZ_CP015205	plasmid
NZ_CP014942	plasmid
NZ_CP017784	plasmid
NZ_CP021033	plasmid
NZ_CP021032	plasmid
NZ_CP021128	plasmid
NZ_CP021127	plasmid
NZ_CP021126	plasmid
NZ_CP020952	plasmid
NZ_CP020951	plasmid
NZ_CP020949	plasmid
NZ_CP020948	plasmid
NZ_CP021029	plasmid
NZ_CP021026	plasmid
NZ_CP021025	plasmid
NZ_CP023551	plasmid
NZ_CP024312	plasmid
NZ_CP032688	plasmid
NZ_CP032693	plasmid
NZ_CP034154	plasmid
NZ_CP034153	plasmid
NZ_CP034155	plasmid
NZ_CP020385	plasmid
NC_022536	plasmid
NZ_CP016821	plasmid
NZ_CP016822	plasmid
NZ_AP014801	plasmid
NZ_AP014802	plasmid
NZ_CP015422	plasmid
NZ_CP015419	plasmid
NC_020062	plasmid
NC_020061	plasmid
NC_020060	plasmid
NC_012634	plasmid
NC_017020	plasmid
NC_017021	plasmid
NC_017029	plasmid
NZ_CP012422	plasmid
NZ_CP012421	plasmid
NZ_CP015013	plasmid
NZ_CP015015	plasmid
NZ_CP015014	plasmid
NC_017041	plasmid
NZ_CP009219	plasmid
NZ_CP015011	plasmid
NC_009897	plasmid
NC_012732	plasmid
NC_017055	plasmid
NZ_CP013134	plasmid
NZ_CP013135	plasmid
NC_019679	plasmid
NC_019686	plasmid
NC_008386	plasmid
NC_008387	plasmid
NC_008388	plasmid
NC_008389	plasmid
NZ_CP027406	plasmid
NZ_CP027408	plasmid
NC_015741	plasmid
NC_015728	plasmid
NC_015729	plasmid
NZ_CP020476	plasmid
NZ_CP023509	plasmid
NZ_CP024589	plasmid
NZ_CP024585	plasmid
NC_014824	plasmid
NC_014826	plasmid
NC_014827	plasmid
NZ_CP031116	plasmid
NZ_CP031117	plasmid
NC_006569	plasmid
NZ_CP007515	plasmid
NZ_CP007516	plasmid
NZ_CP007517	plasmid
NZ_CP030852	plasmid
NZ_CP030851	plasmid
NZ_CP030854	plasmid
NZ_CP030856	plasmid
NZ_CP030855	plasmid
NZ_CP030853	plasmid
NZ_CP031031	plasmid
NZ_CP031032	plasmid
NZ_CP031033	plasmid
NC_008043	plasmid
NC_008042	plasmid
NZ_CP014807	plasmid
NZ_CP012644	plasmid
NZ_CP012645	plasmid
NC_021871	plasmid
NC_006855	plasmid
NC_009140	plasmid
NC_011079	plasmid
NC_012124	plasmid
NC_011081	plasmid
NC_011082	plasmid
NC_011093	plasmid
NC_011148	plasmid
NC_011204	plasmid
NC_017675	plasmid
NC_016859	plasmid
NC_003384	plasmid
NC_017720	plasmid
NC_017718	plasmid
NC_017719	plasmid
NC_016825	plasmid
NC_017624	plasmid
NZ_CP009564	plasmid
NZ_CP009562	plasmid
NZ_CP009560	plasmid
NZ_CP009570	plasmid
NZ_CP009567	plasmid
NZ_CP009568	plasmid
NZ_CP007599	plasmid
NC_016862	plasmid
NC_020306	plasmid
NC_020308	plasmid
NC_021156	plasmid
NC_021157	plasmid
NC_021842	plasmid
NC_021811	plasmid
NC_021841	plasmid
NC_021869	plasmid
NC_021845	plasmid
NC_021819	plasmid
NC_021815	plasmid
NC_021843	plasmid
NC_021816	plasmid
NC_021817	plasmid
NZ_CP019199	plasmid
NZ_CP019200	plasmid
NZ_CP019191	plasmid
NZ_CP012834	plasmid
NZ_CP005994	plasmid
NZ_CP009103	plasmid
NZ_CP026053	plasmid
NZ_CP011431	plasmid
NZ_CP011432	plasmid
NZ_CP011433	plasmid
NZ_CP011434	plasmid
NZ_CP011435	plasmid
NZ_CP012684	plasmid
NZ_LT904874	plasmid
NZ_CP012922	plasmid
NZ_CP012928	plasmid
NZ_CP012926	plasmid
NZ_CP012927	plasmid
NZ_CP012925	plasmid
NZ_CP012935	plasmid
NZ_CP012934	plasmid
NZ_CP012933	plasmid
NZ_CP012932	plasmid
NZ_CP013225	plasmid
NZ_CP013223	plasmid
NZ_CP022502	plasmid
NZ_CP022501	plasmid
NZ_CP030290	plasmid
NZ_CP030291	plasmid
NZ_LN868945	plasmid
NZ_LN868946	plasmid
NZ_CP014660	plasmid
NZ_CP016866	plasmid
NZ_CP016867	plasmid
NZ_CP014974	plasmid
NZ_CP014978	plasmid
NZ_CP011291	plasmid
NZ_CP011290	plasmid
NZ_CP011294	plasmid
NZ_CP011293	plasmid
NZ_CP011944	plasmid
NZ_CP011945	plasmid
NZ_CP016506	plasmid
NZ_CP016505	plasmid
NZ_CP016509	plasmid
NZ_CP016508	plasmid
NZ_CP016512	plasmid
NZ_CP016513	plasmid
NZ_CP016511	plasmid
NZ_CP016515	plasmid
NZ_CP016518	plasmid
NZ_CP016519	plasmid
NZ_CP016531	plasmid
NZ_CP016532	plasmid
NZ_CP016524	plasmid
NZ_CP016523	plasmid
NZ_CP016529	plasmid
NZ_CP016528	plasmid
NZ_CP016527	plasmid
NZ_CP016564	plasmid
NZ_CP016575	plasmid
NZ_CP016574	plasmid
NZ_CP016580	plasmid
NZ_CP016562	plasmid
NZ_CP016571	plasmid
NZ_CP016570	plasmid
NZ_CP016567	plasmid
NZ_CP016566	plasmid
NZ_CP016578	plasmid
NZ_CP016577	plasmid
NZ_CP016587	plasmid
NZ_CP016583	plasmid
NZ_CP016584	plasmid
NZ_CP016582	plasmid
NZ_CP016388	plasmid
NZ_CP016386	plasmid
NZ_CP017619	plasmid
NZ_CP016011	plasmid
NZ_CP016013	plasmid
NZ_CP020924	plasmid
NZ_CP017722	plasmid
NZ_CP021910	plasmid
NZ_CP022017	plasmid
NZ_CP022018	plasmid
NZ_CP022061	plasmid
NZ_CP022060	plasmid
NZ_CP022065	plasmid
NZ_CP022067	plasmid
NZ_CP022066	plasmid
NZ_CP019648	plasmid
NZ_CP022119	plasmid
NZ_CP022136	plasmid
NZ_CP022141	plasmid
NZ_CP022452	plasmid
NZ_CP022453	plasmid
NZ_CP022454	plasmid
NZ_CP022499	plasmid
NZ_CP022498	plasmid
NZ_CP018662	plasmid
NZ_CP025338	plasmid
NZ_CP025337	plasmid
NZ_CP025336	plasmid
NZ_CP018654	plasmid
NZ_CP026380	plasmid
NZ_CP027416	plasmid
NZ_CP028171	plasmid
NZ_CP028173	plasmid
NZ_CP028174	plasmid
NZ_CP028175	plasmid
NZ_CP025558	plasmid
NZ_CP020913	plasmid
NZ_CP028153	plasmid
NZ_CP028154	plasmid
NZ_CP021465	plasmid
NZ_CP021466	plasmid
NZ_CP029801	plasmid
NZ_CP030795	plasmid
NZ_CP029993	plasmid
NZ_CP029994	plasmid
NZ_CP029996	plasmid
NZ_CP029997	plasmid
NZ_CP030001	plasmid
NZ_CP030004	plasmid
NZ_CP030006	plasmid
NZ_CP030184	plasmid
NZ_CP030189	plasmid
NZ_CP030192	plasmid
NZ_CP030193	plasmid
NZ_CP030199	plasmid
NZ_CP030200	plasmid
NZ_CP030201	plasmid
NZ_CP030195	plasmid
NZ_CP030206	plasmid
NZ_CP030212	plasmid
NZ_CP030213	plasmid
NZ_CP030226	plasmid
NZ_CP030227	plasmid
NZ_CP030228	plasmid
NZ_CP030229	plasmid
NZ_CP030230	plasmid
NZ_CP023476	plasmid
NZ_CP032193	plasmid
NZ_CP032385	plasmid
NZ_CP032389	plasmid
NZ_CP032391	plasmid
NZ_CP032394	plasmid
NZ_CP032448	plasmid
NZ_CP032447	plasmid
NZ_CP032380	plasmid
NZ_CP033341	plasmid
NZ_CP029854	plasmid
NZ_CP031361	plasmid
NZ_CP031360	plasmid
NZ_CP028317	plasmid
NZ_CP034714	plasmid
NZ_CP034708	plasmid
NZ_CP034969	plasmid
NZ_CP033225	plasmid
NZ_CP033254	plasmid
NZ_CP033349	plasmid
NZ_CP033354	plasmid
NZ_CP025231	plasmid
NZ_CP025233	plasmid
NZ_CP025236	plasmid
NZ_CP025235	plasmid
NZ_CP025245	plasmid
NZ_CP025244	plasmid
NZ_CP025240	plasmid
NZ_CP025238	plasmid
NZ_CP025242	plasmid
NZ_CP025247	plasmid
NZ_CP025274	plasmid
NZ_CP037958	plasmid
NZ_CP038592	plasmid
NZ_CP038594	plasmid
NZ_CP038602	plasmid
NZ_CP038603	plasmid
NZ_CP038605	plasmid
NZ_CP038606	plasmid
NZ_CP038607	plasmid
NZ_CP038597	plasmid
NZ_CP038596	plasmid
NZ_CP038598	plasmid
NZ_CP038599	plasmid
NZ_CP038600	plasmid
NZ_CP038609	plasmid
NZ_CP038610	plasmid
NZ_CP038611	plasmid
NZ_LT795116	plasmid
NZ_LS997975	plasmid
NZ_LS997976	plasmid
NZ_LS997977	plasmid
NC_016936	plasmid
NZ_CP011362	plasmid
NZ_CP011363	plasmid
NZ_CP014797	plasmid
NC_014157	plasmid
NC_014030	plasmid
NC_014028	plasmid
NC_014026	plasmid
NZ_CP030372	plasmid
NZ_CP030371	plasmid
NZ_CP030373	plasmid
NZ_CP030370	plasmid
NZ_CP030360	plasmid
NZ_CP030359	plasmid
NZ_CP030358	plasmid
NZ_CP030363	plasmid
NZ_CP030362	plasmid
NZ_CP030365	plasmid
NZ_CP030366	plasmid
NZ_CP030368	plasmid
NZ_CP026310	plasmid
NZ_CP026311	plasmid
NZ_CP026313	plasmid
NZ_CP026312	plasmid
NZ_CP026314	plasmid
NZ_CP021914	plasmid
NZ_CP021917	plasmid
NZ_CP021919	plasmid
NZ_CP021918	plasmid
NZ_CP034822	plasmid
NZ_CP034823	plasmid
NZ_CP034824	plasmid
NZ_CP034825	plasmid
NZ_CP034826	plasmid
NZ_CP034827	plasmid
NZ_CP034828	plasmid
NZ_CP034829	plasmid
NZ_CP034830	plasmid
NZ_CP034833	plasmid
NZ_CP013915	plasmid
NC_021742	plasmid
NC_020212	plasmid
NZ_AP013065	plasmid
NZ_AP013064	plasmid
NZ_CP011640	plasmid
NZ_CP011638	plasmid
NZ_CP011637	plasmid
NZ_CP012686	plasmid
NZ_CP013047	plasmid
NZ_CP018916	plasmid
NZ_CP018918	plasmid
NZ_CP018921	plasmid
NZ_CP018922	plasmid
NZ_CP026703	plasmid
